INVOICE_NO,vcurr Net Revenue,INVOICE_DATE,$ Net Revenue,$ Gross Revenue,vcurr Gross Revenue,Sum of TONS_QTY
VKR-137002,13718,2024-06-18 00:00:00,14884,14884.188400000001,13718.14599078341,6.355486812636499
VKR-137003,2538,2024-06-18 00:00:00,2754,2753.73,2538,2.9031544612532
VKR-137004,12560,2024-06-19 00:00:00,13627,13627.4316,12559.844792626729,5.149012755063101
VKR-137005,9171,2024-06-18 00:00:00,9951,9950.5349,9170.999907834102,20.492695462824198
VKR-137006,2394,2024-06-18 00:00:00,2598,2597.9009,2394.3787096774195,0.8639846026811999
VKR-137007,6742,2024-06-18 00:00:00,7315,7314.6684000000005,6741.629861751153,3.0443486941868
VKR-137008,8292,2024-06-18 00:00:00,8997,8996.8199,8291.999907834102,5.4490414281996005
VKR-137009,41245,2024-06-19 00:00:00,44751,44751.0413,41245.19935483871,22.5982394928983
VKR-137010,0,2024-06-19 00:00:00,0,0.0108,0.009953917050691244,0.00045359237000000004
VKR-137011,41245,2024-06-19 00:00:00,44751,44751.0413,41245.19935483871,22.5892356843538
VKR-137012,0,2024-06-19 00:00:00,0,0.0108,0.009953917050691244,0.00045359237000000004
VKR-137013,41245,2024-06-19 00:00:00,44751,44751.0413,41245.19935483871,22.471233629298297
VKR-137014,0,2024-06-19 00:00:00,0,0.0108,0.009953917050691244,0.00045359237000000004
VKR-137015,6218,2024-06-19 00:00:00,6746,6746.139299999999,6217.639907834101,3.4300019990081996
VKR-137016,15378,2024-06-19 00:00:00,16685,16685.11,15377.981566820277,5.183907616087201
VKR-137017,28514,2024-06-19 00:00:00,30938,30938.0546,28514.33603686636,14.8623985235726
VKR-137018,41700,2024-06-19 00:00:00,45245,45244.7411,41700.22221198157,19.736067102274603
VKR-137019,49139,2024-06-19 00:00:00,53316,53316.0176,49139.1867281106,21.236772922495895
VKR-137020,15307,2024-06-19 00:00:00,16608,16608.4993,15307.37262672811,7.4592720935656
VKR-137021,51676,2024-06-19 00:00:00,56068,56068.415700000005,51675.95917050692,20.808359464954602
VKR-137022,15924,2024-06-19 00:00:00,17278,17277.7513,15924.194746543779,7.6175531510771
VKR-137023,15924,2024-06-19 00:00:00,17278,17277.7513,15924.194746543779,7.589543822229601
VKR-137024,47546,2024-06-20 00:00:00,51587,51586.990600000005,47545.6134562212,23.642168724682197
VKR-137025,41245,2024-06-20 00:00:00,44751,44751.0522,41245.20940092166,22.553687650316903
VKR-137026,41245,2024-06-20 00:00:00,44751,44751.0521,41245.209308755766,22.624697535840397
VKR-137027,34371,2024-06-20 00:00:00,37293,37292.5453,34371.00949308756,18.8403174259223
VKR-137028,15820,2024-06-20 00:00:00,17164,17164.3393,15819.667557603687,7.5542724795384
VKR-137029,22033,2024-06-20 00:00:00,23906,23905.5669,22032.780552995395,10.4483868448575
VKR-137030,15924,2024-06-20 00:00:00,17278,17277.7513,15924.194746543779,7.7425269208595004
VKR-137031,4597,2024-06-20 00:00:00,4988,4987.6953,4596.954193548388,1.5081220554708
VKR-137032,5267,2024-06-20 00:00:00,5714,5714.2258,5266.5675576036865,2.0070237673101
VKR-137033,2119,2024-06-20 00:00:00,2300,2299.6530000000002,2119.4958525345623,0.7641307783494
VKR-137034,30200,2024-06-20 00:00:00,32767,32767.108,30200.099539170507,16.484585452327302
VKR-137035,453,2024-06-20 00:00:00,492,491.8659,453.3326267281106,0.1329297799522
VKR-137036,4136,2024-06-20 00:00:00,4488,4488.0471,4136.448940092166,1.7100069475104
VKR-137037,46204,2024-06-20 00:00:00,50131,50131.123400000004,46203.8003686636,23.476702764029902
VKR-137038,10769,2024-06-21 00:00:00,11684,11684.2563,10768.899815668203,20.4587622176245
VKR-137039,2924,2024-06-21 00:00:00,3172,3172.2901,2923.769677419355,1.0801304388336
VKR-137040,15924,2024-06-21 00:00:00,17278,17277.7513,15924.194746543779,7.7355461342852
VKR-137041,13049,2024-06-21 00:00:00,14158,14158.3566,13049.17658986175,6.1832078945868005
VKR-137042,6930,2024-06-21 00:00:00,7519,7519.0499,6929.999907834102,10.8593914272382
VKR-137043,957,2024-06-21 00:00:00,1038,1038.345,957,0.00045359237000000004
VKR-137044,2885,2024-06-21 00:00:00,3130,3130.4909,2885.245069124424,1.3900564974835
VKR-137045,47349,2024-06-24 00:00:00,51374,51373.548,47348.89216589862,23.621965720522397
VKR-137047,16590,2024-06-24 00:00:00,18000,18000,16589.861751152075,0.0136077711
VKR-137048,17143,2024-06-24 00:00:00,18600,18600,17142.857142857145,0.014061363470000001
VKR-137049,11965,2024-06-24 00:00:00,12982,12982.0248,11964.999815668203,21.010897530007
VKR-137050,3595,2024-06-24 00:00:00,3900,3900.4665000000005,3594.9000000000005,1.9841173526251
VKR-137051,27505,2024-06-24 00:00:00,29843,29842.6533,27504.74958525346,7.514574075316001
VKR-137052,35513,2024-06-24 00:00:00,38532,38531.7184,35513.10451612903,16.2109422473537
VKR-137053,3551,2024-06-24 00:00:00,3853,3853.1718,3551.3104147465438,1.6271900525957999
VKR-137054,48419,2024-06-24 00:00:00,52535,52535.0889,48419.43677419355,21.331882170637503
VKR-137055,9171,2024-06-24 00:00:00,9951,9950.5349,9170.999907834102,20.5496893441147
VKR-137064,10769,2024-06-25 00:00:00,11685,11684.6903,10769.299815668202,18.949896270666905
VKR-137068,46680,2024-06-25 00:00:00,50648,50648.2791,46680.44156682028,23.3362977818201
VKR-137069,38323,2024-06-25 00:00:00,41581,41580.6438,38323.17400921659,18.2330298172715
VKR-137070,9171,2024-06-25 00:00:00,9951,9950.5349,9170.999907834102,20.182687757547697
VKR-137071,4625,2024-06-25 00:00:00,5018,5018.4412,4625.291428571429,4.7323926991418
VKR-137072,6742,2024-06-25 00:00:00,7315,7315.4897,6742.386820276498,9.571787838366602
VKR-137073,53896,2024-06-25 00:00:00,58478,58477.7016,53896.49917050691,17.142394179148702
VKR-137074,52434,2024-06-25 00:00:00,56891,56890.8891,52433.99917050691,16.8448829436657
VKR-137075,15909,2024-06-25 00:00:00,17261,17260.936,15908.69677419355,7.7335276482387
VKR-137076,32787,2024-06-25 00:00:00,35574,35573.7603,32786.87585253456,15.095504178439299
VKR-137077,33848,2024-06-26 00:00:00,36725,36724.8,33847.74193548387,16.908789572674998
VKR-137079,42997,2024-06-26 00:00:00,46652,46652.2868,42997.499354838714,22.531883465091
VKR-137080,3285,2024-06-26 00:00:00,3564,3564.2249,3284.9999078341016,0.30000145759429997
VKR-137081,46843,2024-06-26 00:00:00,50825,50825.1918,46843.49474654378,23.1074241437655
VKR-137082,38235,2024-06-26 00:00:00,41486,41485.5,38235.48387096774,18.9152463495226
VKR-137083,41190,2024-06-26 00:00:00,44691,44691.3528,41190.1869124424,22.307845121700602
VKR-137084,38235,2024-06-26 00:00:00,41486,41485.5,38235.48387096774,18.8982502434187
VKR-137085,1490,2024-06-26 00:00:00,1617,1617.0942,1490.409400921659,0.5400652194168
VKR-137086,7263,2024-06-26 00:00:00,7880,7880.3549,7262.999907834102,3.4862429169644997
VKR-137087,66520,2024-06-26 00:00:00,72175,72174.5968,66520.36571428571,21.8736801129077
VKR-137088,1498,2024-06-26 00:00:00,1625,1624.8315,1497.5405529953919,0.5390627802791
VKR-137089,40466,2024-06-26 00:00:00,43906,43905.5551,40465.94940092166,22.428963356338002
VKR-137090,39344,2024-06-26 00:00:00,42689,42688.5123,39344.25096774194,18.157611013911602
VKR-137091,128,2024-06-26 00:00:00,139,139.1188,128.22009216589862,0.010001711758499999
VKR-137098,42410,2024-06-27 00:00:00,46015,46015.2,42410.32258064516,22.818018603934398
VKR-137099,15924,2024-06-27 00:00:00,17278,17277.7513,15924.194746543779,7.6265569596216
VKR-137100,44092,2024-06-27 00:00:00,47839,47839.2942,44091.51539170507,18.5158718755087
VKR-137101,42410,2024-06-27 00:00:00,46015,46015.2,42410.32258064516,22.8339850553584
VKR-137102,15924,2024-06-27 00:00:00,17278,17277.7513,15924.194746543779,7.714567487172699
VKR-137103,38235,2024-06-27 00:00:00,41486,41485.5,38235.48387096774,18.953230174586402
VKR-137104,6550,2024-06-27 00:00:00,7107,7106.9669,6550.199907834102,2.2443841186073996
VKR-137105,42410,2024-06-27 00:00:00,46015,46015.2,42410.32258064516,22.818018603934398
VKR-137106,38673,2024-06-27 00:00:00,41960,41960.3671,38673.14940092166,15.9718673168978
VKR-137107,13525,2024-06-27 00:00:00,14674,14674.1761,13524.586267281107,6.996276753735501
VKR-137108,42410,2024-06-27 00:00:00,46015,46015.2,42410.32258064516,22.818018603934398
VKR-137109,9885,2024-06-27 00:00:00,10725,10725.4887,9885.243041474654,4.5631483140474005
VKR-137110,42410,2024-06-27 00:00:00,46015,46015.2,42410.32258064516,22.8200144103624
VKR-137111,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.7664935524397
VKR-137112,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.2915823410497
VKR-137113,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.5247106755349
VKR-137114,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.6517437546771
VKR-137115,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.7465445600071
VKR-137116,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.7315805477208
VKR-137117,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.7510623400123
VKR-137118,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.7442539185386
VKR-137119,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,9.0373063410245
VKR-137120,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.981491799896
VKR-137121,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,9.164747653299699
VKR-137122,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.980131022785999
VKR-137123,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.9842269618871
VKR-137124,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.9719708960497
VKR-137125,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,9.0018943846986
VKR-137126,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.960658302341901
VKR-137127,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.8327361821545
VKR-137128,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.843168806664501
VKR-137129,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.8272885377908
VKR-137130,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.876290121521901
VKR-137131,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.851791597618199
VKR-137132,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.9021040632986
VKR-137133,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.928897764594499
VKR-137134,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.9116521826871
VKR-137135,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.9402375738445
VKR-137136,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.8921477107771
VKR-137137,32116,2024-06-27 00:00:00,34846,34846.0486,32116.173824884794,8.717070127804499
VKR-137138,11965,2024-06-28 00:00:00,12982,12982.0248,11964.999815668203,20.8368949609513
VKR-137139,42410,2024-06-28 00:00:00,46015,46015.2,42410.32258064516,22.8339850553584
VKR-137140,42410,2024-06-28 00:00:00,46015,46015.2,42410.32258064516,22.8339850553584
VKR-137141,42410,2024-06-28 00:00:00,46015,46015.2,42410.32258064516,22.8279976360744
VKR-137142,42410,2024-06-28 00:00:00,46015,46015.2,42410.32258064516,22.9014206330063
VKR-137143,42410,2024-06-28 00:00:00,46015,46015.2,42410.32258064516,23.004671864189397
VKR-137144,42410,2024-06-28 00:00:00,46015,46015.2,42410.32258064516,22.9906694677275
VKR-137145,42410,2024-06-28 00:00:00,46015,46015.2,42410.32258064516,22.9756691680516
VKR-137146,42410,2024-06-28 00:00:00,46015,46015.2,42410.32258064516,23.0046718641894
VKR-137147,14687,2024-06-28 00:00:00,15935,15935.2591,14686.87474654378,7.575627608318
VKR-137148,3172,2024-06-28 00:00:00,3442,3441.7613,3172.1302304147466,1.4950540592911
VKR-137149,1922,2024-06-28 00:00:00,2086,2085.6387,1922.2476497695852,0.6479884520109002
VKR-137150,23180,2024-06-28 00:00:00,25151,25150.6485,23180.321198156682,10.610355608337098
VKR-137151,3246,2024-06-28 00:00:00,3522,3521.8023,3245.900737327189,1.5021255643394
VKR-137152,9572,2024-06-28 00:00:00,10385,10385.3146,9571.718525345623,4.5063766930182
VKR-137153,27193,2024-06-28 00:00:00,29505,29504.6216,27193.199631336403,12.9059366977464
VKR-137154,35324,2024-06-28 00:00:00,38327,38326.8107,35324.24949308756,14.0746174390514
VKR-137155,840,2024-06-28 00:00:00,911,911.4,840,0.057601695066299995
VKR-137156,37967,2024-06-28 00:00:00,41194,41194.4144,37967.20221198157,18.18361092856
VKR-137157,16176,2024-06-28 00:00:00,17551,17550.5687,16175.63935483871,7.619644211902799
VKR-137158,4725,2024-06-29 00:00:00,5127,5126.6249,4724.999907834102,1.4578776286459
VKR-137159,12348,2024-06-29 00:00:00,13398,13397.5798,12347.999815668203,6.048563535476
VKR-137160,317206,2024-06-27 00:00:00,344168,344168,317205.5299539171,185.04110225354603
VKR-137161,9171,2024-07-01 00:00:00,9822,9822.1391,9170.99822595705,19.907692847311502
VKR-137162,36894,2024-07-01 00:00:00,39513,39513.4662,36893.99271708684,21.938072085752896
VKR-137163,40462,2024-07-01 00:00:00,43335,43334.5257,40461.742016806726,22.3246325753143
VKR-137164,40446,2024-07-01 00:00:00,43318,43317.6575,40445.99206349206,22.303844436997203
VKR-137165,40241,2024-07-01 00:00:00,43098,43098.3703,40241.24211017741,22.54263360426
VKR-137166,11965,2024-07-02 00:00:00,12815,12814.5125,11964.99766573296,21.418903866822003
VKR-137167,41868,2024-07-02 00:00:00,44840,44840.2109,41867.610550887024,21.614574543392603
VKR-137168,3,2024-07-02 00:00:00,3,3.0788,2.874696545284781,0.00045359237000000004
VKR-137169,397,2024-07-02 00:00:00,425,425.3617,397.1631185807656,0.0384011300442
VKR-137170,9171,2024-07-02 00:00:00,9822,9822.1391,9170.99822595705,20.2256928501474
VKR-137171,56855,2024-07-02 00:00:00,60892,60891.9608,56855.23884220355,17.8674162233567
VKR-137172,2459,2024-07-02 00:00:00,2634,2633.8244,2459.2197945845005,0.19000077194559997
VKR-137173,8710,2024-07-02 00:00:00,9329,9328.7134,8710.283286647993,4.1921687223955
VKR-137174,38773,2024-07-03 00:00:00,41526,41525.9344,38773.047992530344,18.6848123537152
VKR-137175,35267,2024-07-03 00:00:00,37771,37771.2977,35267.31811391224,15.7371967683546
VKR-137176,39151,2024-07-03 00:00:00,41931,41931.0876,39151.34229691877,16.9905904206808
VKR-137177,199,2024-07-03 00:00:00,213,212.6808,198.58151260504204,0.0192005650221
VKR-137178,199,2024-07-03 00:00:00,213,212.6808,198.58151260504204,0.0192005650221
VKR-137179,8904,2024-07-03 00:00:00,9536,9535.8608,8903.69822595705,3.1748789705017
VKR-137180,397,2024-07-03 00:00:00,425,425.3617,397.1631185807656,0.0384011300442
VKR-137181,40568,2024-07-03 00:00:00,43448,43448.4173,40568.083380018674,12.764815039592001
VKR-137182,19235,2024-07-03 00:00:00,20600,20600.1652,19234.51465919701,9.210324614637301
VKR-137183,397,2024-07-03 00:00:00,425,425.3617,397.1631185807656,0.0384011300442
VKR-137184,59,2024-07-03 00:00:00,63,63.2979,59.101680672268905,0.00045359237000000004
VKR-137185,30735,2024-07-04 00:00:00,32917,32917.1785,30734.993930905697,13.221491837708
VKR-137186,39997,2024-07-04 00:00:00,42837,42836.9124,39997.11708683474,21.337688152973495
VKR-137187,39997,2024-07-04 00:00:00,42837,42836.9124,39997.11708683474,21.342768387517502
VKR-137188,4716,2024-07-04 00:00:00,5051,5051.1026999999995,4716.2490196078425,2.7500035334464
VKR-137189,6988,2024-07-04 00:00:00,7484,7484.3401,6988.179365079366,8.823791340618099
VKR-137190,9604,2024-07-04 00:00:00,10286,10285.882,9603.998132586368,2.9277573114020004
VKR-137191,33713,2024-07-04 00:00:00,36106,36106.482,33712.86834733894,21.83185436047
VKR-137192,10076,2024-07-04 00:00:00,10791,10790.8942,10075.531465919703,4.8501543502412
VKR-137193,56784,2024-07-04 00:00:00,60816,60815.652,56783.98879551821,18.9964348478289
