INVOICE_NO,vcurr Net Revenue,INVOICE_DATE,$ Net Revenue,$ Gross Revenue,vcurr Gross Revenue,Sum of TONS_QTY,$ Act Extended Cost,$ Std Extended Cost
VKR-134799,300,7/19/2023 0:00,328,328.1999,299.99990859232173,0.000453592,0,0
VKR-134800,42625,7/18/2023 0:00,46632,46631.6295,42624.889853747714,17.30136923,38835.459500000004,39403.0356
VKR-134801,37217,7/19/2023 0:00,40715,40715.0509,37216.68272394881,16.38242284,30380.89,31127.9977
VKR-134802,36193,7/19/2023 0:00,39596,49417.0622,45170.98921389396,20.33484985,41587.8477,38975.391
VKR-134803,36193,7/19/2023 0:00,39596,49417.0622,45170.98921389396,20.327846387795102,41523.8377,38975.391
VKR-134804,10106,7/19/2023 0:00,11056,11056.2349,10106.247623400364,0.000453592,0,0
VKR-134805,12036,7/19/2023 0:00,13167,13167,12035.648994515539,7.72106293,14837.5342,16238.0232
VKR-134806,12036,7/19/2023 0:00,13167,13167,12035.648994515539,7.675055056,14754.7242,16238.0232
VKR-134807,12036,7/19/2023 0:00,13167,13167,12035.648994515539,7.631047524,14626.0842,16238.0232
VKR-134808,12036,7/19/2023 0:00,13167,13167,12035.648994515539,7.615044785,14610.5042,16238.0232
VKR-134809,12036,7/19/2023 0:00,13167,13167,12035.648994515539,7.625046497,14645.2042,16238.0232
VKR-134810,12036,7/19/2023 0:00,13167,13167,12035.648994515539,7.661052659,14689.2542,16238.0232
VKR-134811,33375,7/19/2023 0:00,36513,36512.577699999994,33375.29954,15.928739754358197,31464.1214,31563.1471
VKR-134812,23480,7/19/2023 0:00,25687,25687.0815,23479.964808043875,10.72799479,21439.46,21373.6202
VKR-134813,36193,7/20/2023 0:00,39596,49417.0622,45170.98921389396,20.28985803,41456.2477,38975.391
VKR-134814,36193,7/20/2023 0:00,39596,49417.0622,45170.98921389396,20.313848527256898,41512.0077,38975.391
VKR-134815,36193,7/20/2023 0:00,39596,49417.0622,45170.98921389396,20.293854175587303,41463.3177,38975.391
VKR-134816,87249,7/19/2023 0:00,95450,95450.156,87248.77148080438,21.5806413,51540.5114,52881.8814
VKR-134817,41934,7/19/2023 0:00,45876,45876.1953,41934.36499085923,22.71184624,42053.2773,42878.1813
VKR-134818,41934,7/20/2023 0:00,45876,45876.1953,41934.36499085923,22.71184624,42053.2373,42878.1813
VKR-134819,893,7/20/2023 0:00,977,976.8766,892.9402193784277,1.159599822,867.1645,703.8468
VKR-134820,11872,7/20/2023 0:00,12988,12988.3246,11872.32595978062,5.476075533451599,10973.24,10940.2844
VKR-134821,10887,7/20/2023 0:00,11910,11910.1704,10886.810237659964,5.045856778277701,10732.01,11291.950700000001
VKR-134822,642,7/20/2023 0:00,702,701.9836,641.6669104204753,0.21599615067029998,480.48,480.4848
VKR-134823,6544,7/20/2023 0:00,7160,7159.6386,6544.459414990859,3.168202091,7449.8767,8354.6045
VKR-134824,9519,7/20/2023 0:00,10414,10414.0198,9519.213711151737,4.576384139,10819.227,12152.152
VKR-134826,41934,7/20/2023 0:00,45876,45876.1953,41934.36499085923,22.54386284,42306.5983,42878.1813
VKR-134827,25538,7/20/2023 0:00,27939,27938.7967,25538.205393053013,12.04243744,25739.0279,18415.1598
VKR-134828,36193,7/21/2023 0:00,39596,49417.0622,45170.98921389396,20.28384339,41445.4877,38975.391
VKR-134829,36193,7/21/2023 0:00,39596,49417.0622,45170.98921389396,20.26984553,39587.7377,38975.391
VKR-134834,102516,7/21/2023 0:00,112153,112152.6,102516.08775137112,56.890054,156375.453,118018.532
VKR-134835,42679,7/21/2023 0:00,46690,46690.3363,42678.55237659963,22.59189374,40388.9324,42878.1813
VKR-134836,1449,7/21/2023 0:00,1585,1584.9606,1448.775685557587,0.7016665730766999,1516.3343,1750.1156
VKR-134837,12600,7/21/2023 0:00,13784,13784.3967,12599.996983546616,6.032497294,11508.2451,10341.7461
VKR-134839,25445,7/21/2023 0:00,27837,27837.0969,25445.243967093233,6.014371743,14066.358,14653.3095
VKR-134840,32827,7/21/2023 0:00,35913,35912.538,32826.81718464351,16.2772892,32771.648199999996,34612.0486
VKR-134841,7003,7/21/2023 0:00,7661,7661.2802,7002.998354661791,12.252985945207701,9040.5135,9253.938100000001
VKR-134843,19292,7/21/2023 0:00,21105,21105.295,19291.860146252282,8.754264702144502,16740.57,16740.574
VKR-134844,57876,7/21/2023 0:00,63316,63315.885,57875.58043875685,26.310439448978297,50221.7,50221.711
VKR-134845,36193,7/24/2023 0:00,39596,49417.0622,45170.98921389396,20.268852164152896,38545.6977,38975.391
VKR-134846,48675,7/24/2023 0:00,53250,53250.4373,48674.988391224855,23.66275275,48619.42,50669.157
VKR-134847,19973,7/24/2023 0:00,21850,21850.238,19972.79524680073,9.590992939,20520.0864,21377.6352
VKR-134848,23386,7/24/2023 0:00,25585,25584.8228,23386.492504570382,11.836946487519999,18312.2829,25805.9284
VKR-134849,20174,7/24/2023 0:00,22070,22070.3967,20174.037202925047,9.266515637,18076.1,18010.2266
VKR-134850,33630,7/24/2023 0:00,36791,36791.3499,33630.11873857404,10.22133665,30339.858,26930.1884
VKR-134851,53594,7/24/2023 0:00,58632,58631.9423,53594.09716636197,24.50876148,46873.59,46873.6006
VKR-134852,36193,7/25/2023 0:00,39596,49417.0622,45170.98921389396,20.26683821,36008.3077,38975.391
VKR-134853,36193,7/25/2023 0:00,39596,49417.0622,45170.98921389396,20.271854945642303,40078.7477,38975.391
VKR-134854,35496,7/25/2023 0:00,38833,38833.024900000004,35496.366453382085,15.766630377243901,32662.263399999996,33849.7056
VKR-134855,45971,7/25/2023 0:00,50292,50292.04320000001,45970.78903107862,17.00799476,30695.3713,34999.5543
VKR-134856,33630,7/25/2023 0:00,36791,36791.3499,33630.11873857404,10.557561992392799,27815.4757,26765.8587
VKR-134857,40171,7/25/2023 0:00,43947,43947.0929,40171.017276051185,19.27934948,35511.36,35511.3713
VKR-134858,36193,7/26/2023 0:00,39596,49417.0622,45170.98921389396,20.28183851,41456.4277,38975.391
VKR-134859,36193,7/26/2023 0:00,39596,49417.0622,45170.98921389396,20.28084061,41440.3277,38975.391
VKR-134860,36193,7/26/2023 0:00,39596,49417.0622,45170.98921389396,20.279838171354303,38819.5477,38975.391
VKR-134861,36193,7/26/2023 0:00,39596,49417.0622,45170.98921389396,20.263835432540702,36585.1077,38975.391
VKR-134863,16064,7/25/2023 0:00,17574,17573.6585,16063.673217550275,7.839890523,18698.9844,20506.7565
VKR-134864,37812,7/26/2023 0:00,41366,41365.825899999996,37811.541042047524,16.07126755,39412.146499999995,42003.112499999996
VKR-134865,2974,7/26/2023 0:00,3253,3253.2817,2973.749268738574,1.2141216249315998,2858.0968,3133.2816
VKR-134866,21352,7/26/2023 0:00,23359,23358.6448,21351.594881170015,22.781776573571403,16147.874300000001,15716.9838
VKR-134867,70402,7/26/2023 0:00,77020,77020.3167,70402.48327239488,21.72673433,59590.5844,61168.275
VKR-134868,352,7/26/2023 0:00,385,384.9261,351.8520109689214,0.038396594120500005,295.73,175.04
VKR-134869,20110,7/26/2023 0:00,22001,22000.8053,20110.42531992687,8.448752097254701,15858.3,16244.3903
VKR-134870,21267,7/26/2023 0:00,23267,23266.5031,21267.37029250457,10.6048626,19444.9167,24076.8286
VKR-134871,21267,7/26/2023 0:00,23267,23266.5031,21267.37029250457,10.570856784757499,23502.1943,22241.1294
VKR-134872,41563,7/26/2023 0:00,45469,45469.3946,41562.51791590493,14.92115234,44698.5697,53804.8892
VKR-134873,36193,7/27/2023 0:00,39596,49417.0622,45170.98921389396,20.263835432540702,36527.0177,38975.391
VKR-134874,1778,7/26/2023 0:00,1945,1945.1315,1777.9995429616085,0.726854557,1681.5872,1852.4702
VKR-134875,28171,7/27/2023 0:00,30819,30818.8478,28170.793235831807,0.001814369,0,0
VKR-134876,36193,7/27/2023 0:00,39596,49417.0622,45170.98921389396,20.30584262,38823.2977,38975.391
VKR-134877,82013,7/27/2023 0:00,89722,89722.08,82012.87020109688,44.186483,86302.3864,94414.8256
VKR-134878,1782,7/27/2023 0:00,1950,1950.0327,1782.4796160877513,0.038101759,0,0
VKR-134879,4777,7/27/2023 0:00,5227,5226.5838,4777.498903107861,1.450116663,3976.9443,3888.3495
VKR-134880,12668,7/27/2023 0:00,13859,13859.1322,12668.310968921389,6.4758974431767005,11837.12,11837.1238
VKR-134881,44339,7/27/2023 0:00,48507,48506.9629,44339.088574040215,22.59056925,41429.92,41429.9332
VKR-134882,1056,7/27/2023 0:00,1155,1154.7783,1055.5560329067641,0.115198854,450.71,525.12
VKR-134883,44339,7/27/2023 0:00,48507,48506.9629,44339.088574040215,22.67082788,41429.92,41429.9332
VKR-134884,36193,7/28/2023 0:00,39596,49417.0622,45170.98921389396,20.29184023,41460.2777,38975.391
VKR-134885,47196,7/28/2023 0:00,51632,51632.42600000001,47196.00182815357,23.18223967,49844.75,53271.268899999995
VKR-134886,46250,7/28/2023 0:00,50598,50597.764899999995,46250.24213893966,22.05324372,40587.740000000005,40587.7282
VKR-134887,30223,7/28/2023 0:00,33064,33063.8851,30222.929707495427,10.04485293,20191.800000000003,20191.826699999998
VKR-134888,11156,7/28/2023 0:00,12205,12204.9428,11156.254844606947,4.900376097,11858.13,14647.8504
VKR-134889,6837,7/28/2023 0:00,7480,7479.8484,6837.155758683729,2.730675963,5152.15,5152.1383
VKR-134890,30537,7/28/2023 0:00,33408,33407.5329,30537.050182815354,15.17074154,28600.77,29297.0684
VKR-134891,30537,7/28/2023 0:00,33408,33407.5329,30537.050182815354,15.16274471,28600.79,29297.0903
VKR-134892,16109,7/28/2023 0:00,17623,17623.1051,16108.871206581352,6.287552283381601,13974.8759,13726.8994
VKR-134893,8820,7/28/2023 0:00,9649,9649.0777,8819.997898,0.000453592,0,0
VKR-134894,42628,7/31/2023 0:00,46635,46634.5833,42627.58985374771,21.967229003296502,42417.4972,42581.9808
VKR-134895,14109,7/31/2023 0:00,15435,15435.2,14108.957952468007,22.565980003543903,18717.91,18369.1461
VKR-134896,30537,7/31/2023 0:00,33408,33407.5329,30537.050182815354,15.02673504,28600.77,29297.0684
VKR-134897,42628,7/31/2023 0:00,46635,46634.5833,42627.58985374771,21.95221963,42397.5972,42581.9808
VKR-134898,42628,7/31/2023 0:00,46635,46634.5833,42627.58985374771,21.892222968993302,42289.0772,42581.9808
VKR-134899,42628,7/31/2023 0:00,46635,46634.5833,42627.58985374771,21.9372284,42370.4972,42581.9808
VKR-134900,42628,7/31/2023 0:00,46635,46634.5833,42627.58985374771,21.91022151,42309.5476,42581.9808
VKR-134901,14109,7/31/2023 0:00,15435,15435.2,14108.957952468007,22.905974700401103,18782.33,18369.1461
VKR-134902,14109,7/31/2023 0:00,15435,15435.2,14108.957952468007,22.632993740287702,18729.53,18369.1461
VKR-134903,14109,7/31/2023 0:00,15435,15435.2,14108.957952468007,22.71397359,18781.63,18369.1461
VKR-134904,14109,7/31/2023 0:00,15435,15435.2,14108.957952468007,22.46099151,18679.33,18369.1461
VKR-134905,40639,7/31/2023 0:00,44459,44458.9636,40638.906398537474,21.26459174,44463.94,44615.9675
VKR-134906,42628,7/31/2023 0:00,46635,46634.5833,42627.58985374771,21.93748242,42370.5372,42581.9808
VKR-134907,5560,7/31/2023 0:00,6082,6082.3651,5559.748720292504,1.6441135839204999,4882.0399,5401.8438
VKR-134908,6818,7/31/2023 0:00,7459,7458.5761,6817.711243144424,3.1442478777555998,7502.904,8214.6163
VKR-134909,2240,7/31/2023 0:00,2451,2450.5594,2239.9994515539306,0.15359998425309998,1308.38,1347.808
VKR-134910,14109,7/31/2023 0:00,15435,15435.2,14108.957952468007,22.47998796,18681.29,18369.1461
VKR-134911,35981,7/31/2023 0:00,39364,39363.6422,35981.391407678246,19.59162061,37246.9602,37138.6197
VKR-134916,18208,7/31/2023 0:00,19920,19919.7661,18208.195703839123,8.041820774,16021.584700000001,17575.0225
VKR-134917,36193,7/31/2023 0:00,39596,49417.062300000005,45170.98930530165,20.508875102662103,38550.5778,38475.7065
VKR-134918,32798,7/31/2023 0:00,35881,35881.1736,32798.147714808045,10.53749507,28206.503,26793.7557
VKR-134919,11616,7/31/2023 0:00,12708,12707.6876,11615.802193784277,6.384040452,14358.7685,12898.3585
VKR-134920,36193,7/31/2023 0:00,39596,49417.0623,45170.98930530164,20.45086971,38508.4878,38475.7065
VKR-134921,7903,7/31/2023 0:00,8646,8645.6885,7902.823126142595,3.687075475,7297.326499999999,6499.5087
VKR-134922,36194,8/1/2023 0:00,39885,49778.4429,45171.00081669691,20.52087716,37605.9477,38757.0645
VKR-134923,111356,7/31/2023 0:00,121824,121824,111356.48994515538,34.99163042,96188,96188.5059
VKR-134924,36194,8/1/2023 0:00,39885,49778.4429,45171.00081669691,20.46587001,37179.7977,38757.0645
VKR-134925,202607,7/31/2023 0:00,221652,221652,202606.9469835466,63.66539498,217018.65,217019.4056
VKR-134926,36194,8/1/2023 0:00,39885,49778.442899999995,45171.000816696906,20.503876514744697,36056.2877,38757.06449999999
VKR-134927,7605,8/1/2023 0:00,8380,8380.2143,7604.550181488203,4.552742905,10042.841,9624.2068
VKR-134928,7605,8/1/2023 0:00,8380,8380.2143,7604.550181488203,4.631722409,10045.191,9624.2068
VKR-134929,7605,8/1/2023 0:00,8380,8380.2143,7604.550181488203,4.570709698855301,9987.9471,9624.2068
VKR-134930,3042,8/1/2023 0:00,3352,3352.0857,3041.8200544464607,1.787680105,3955.2004,3849.6827
VKR-134931,5020,8/1/2023 0:00,5532,5532.0941,5020.049092558984,1.8399021945073002,4068.61,3725.2338999999997
VKR-134932,33318,8/1/2023 0:00,36716,36715.995899999994,33317.600635208706,13.188053008191599,32329.461799999997,30248.3241
VKR-134933,5660,8/1/2023 0:00,6237,6237.3201,5660.000090744101,0.400000431,2157.98,2239.264
VKR-134934,17568,8/1/2023 0:00,19359,19359.4404,17567.550272232304,9.068735756,17100.4566,17011.0891
VKR-134935,35046,8/1/2023 0:00,38621,38620.880999999994,35046.17150635208,17.13701457,30383.73,30383.760000000002
VKR-134936,24790,8/1/2023 0:00,27318,27318.387700000003,24789.82549909256,14.22778651,29026.7992,29608.0731
VKR-134937,5355,8/1/2023 0:00,5901,5901.2101,5355.000090744102,1.592113755,4060.0401,3684.7794
VKR-134938,36194,8/1/2023 0:00,39885,49778.4429,45171.00081669691,20.479867870600604,35396.5877,38757.0645
VKR-134939,17697,8/2/2023 0:00,19502,19501.5434,17696.500362976403,5.750725713,19381.4288,19509.808
VKR-134940,36194,8/2/2023 0:00,39885,49778.4429,45171.00081669691,20.468863719704398,35628.6077,38757.0645
VKR-134941,47898,8/2/2023 0:00,52784,52783.76209999999,47898.15073,19.918824004071297,45760.81,44113.6771
VKR-134942,36270,8/2/2023 0:00,39970,39969.5407,36270.00063520871,20.543847074389102,34902.7216,42409.368
VKR-134943,6242,8/2/2023 0:00,6879,6879.1249,6242.400090744101,2.740509845,7512.8825,7226.4532
VKR-134944,36092,8/2/2023 0:00,39774,39773.7431,36092.32586206896,17.08900182,30383.73,30383.7599
VKR-134945,0,8/2/2023 0:00,0,0,0,0.000453592,0,0
VKR-134946,1788,8/2/2023 0:00,1970,1969.9223,1787.588294010889,0.997299936,1485.2765,2386.932
VKR-134947,33487,8/2/2023 0:00,36902,36902.376599999996,33486.73012704174,15.52453452,27719.63,27911.7095
VKR-134948,50665,8/2/2023 0:00,55833,55832.824100000005,50664.994646098006,20.536852680043697,36585.7022,38057.6802
VKR-134949,19279,8/2/2023 0:00,21245,21245.2992,19278.855898366604,7.401584216,22118.4267,16137.4125
VKR-134950,38468,8/2/2023 0:00,42392,42392.161,38468.38566243194,20.22897232,39204.8231,38353.0713
VKR-134951,40678,8/2/2023 0:00,44828,44827.5331,40678.34219600726,20.88368301,36288.02,36288.0004
VKR-134952,43212,8/2/2023 0:00,47619,47619.2943,43211.70081669691,21.261679679532598,44239.104900000006,42033.409700000004
VKR-134953,36498,8/3/2023 0:00,40221,46781.553799999994,42451.50072595281,21.34114453,41780.138399999996,38270.388199999994
VKR-134954,36194,8/3/2023 0:00,39885,49778.4429,45171.00081669691,20.46587001,36868.0577,38757.0645
VKR-134955,24643,8/3/2023 0:00,27157,27156.8482,24643.23793103448,13.59110158,25856.3627,25516.6337
VKR-134956,33654,8/3/2023 0:00,37087,37086.5571,33653.86306715063,17.29057373,30240,30239.982
VKR-134957,32846,8/3/2023 0:00,36196,36196.4798,32846.170417422865,16.295600727290502,28894.41,29105.7044
VKR-134958,36194,8/3/2023 0:00,39885,49778.4429,45171.00081669691,20.47386231,35309.3277,38757.0645
VKR-134959,43246,8/3/2023 0:00,47657,47656.6107,43245.563248638835,22.64983562,43019.0143,42527.7228
VKR-134960,13860,8/3/2023 0:00,15274,15273.7203,13860.000272232304,4.350349989585601,11930.8129,11761.9215
VKR-134961,36270,8/3/2023 0:00,39970,39969.5407,36270.00063520871,20.535850240905997,34888.3016,42409.368
VKR-134962,6242,8/3/2023 0:00,6879,6879.1249,6242.400090744101,2.7345088180871997,7505.9078,7226.4532
VKR-134963,35046,8/3/2023 0:00,38621,38620.881,35046.17150635208,16.70502227,30383.73,30383.76
VKR-134964,10088,8/3/2023 0:00,11117,11116.8385,10087.875226860253,4.528366851,8535.9973,8117.6406
VKR-134965,36194,8/4/2023 0:00,39885,49778.4429,45171.00081669691,20.4938748,35624.5077,38757.0645
VKR-134966,1148,8/4/2023 0:00,1265,1264.7654,1147.6999999999998,1.4799993285308002,1294.4321,1643.1922
VKR-134967,891,8/4/2023 0:00,982,981.882,890.9999999999999,1.2650056169982002,1331.7639,1242.7254
VKR-134968,2886,8/4/2023 0:00,3180,3179.9588,2885.6250453720504,3.598003541,3991.476,3587.8365
VKR-134969,6938,8/4/2023 0:00,7645,7645.1251,6937.500090744101,6.2031841025615995,7969.6513,7522.803
VKR-134970,1154,8/4/2023 0:00,1272,1271.9835,1154.25,1.7219908579257999,816,1435.1346
VKR-134971,18946,8/4/2023 0:00,20879,20878.9194,18946.38784029038,9.458584791,19067.9787,18314.832300000002
VKR-134973,9936,8/4/2023 0:00,10949,10949.1076,9935.669328493646,3.3309464972476004,7722.88,7743.9744
VKR-134974,35386,8/4/2023 0:00,38995,38995.273,35385.91016333938,16.88305274,33271.77,33602.4926
VKR-134975,48183,8/7/2023 0:00,53097,53097.161,48182.54174228675,23.152366075785103,42142.240000000005,42904.143899999995
VKR-134976,22968,8/7/2023 0:00,25311,25310.5638,22967.843738656986,10.655923497827299,19335.1,19335.119
VKR-134977,41934,8/7/2023 0:00,46212,46211.6821,41934.375771324856,22.51271012,38770.4139,42631.8618
VKR-134978,40761,8/7/2023 0:00,44919,44918.6228,40761.00072595281,22.582876319326402,42924.0678,42523.425
VKR-134979,49913,8/7/2023 0:00,55005,55004.6559,49913.48085299455,20.923857690127697,51225.2127,47189.7999
VKR-134980,45439,8/4/2023 0:00,50074,50073.7277,45438.95435571688,21.564017137832398,50075.07,54111.3187
VKR-134981,33899,8/8/2023 0:00,37356,37356.2776,33898.61851179673,17.366568600250098,30240.01,30239.993
VKR-134982,32957,8/8/2023 0:00,36319,36319.0555,32957.40063520871,17.16461113,36412.8675,37561.7802
VKR-134983,43213,8/8/2023 0:00,47620,47620.418300000005,43212.72078039927,17.44687259,38571.569899999995,39707.02159999999
VKR-134984,821,8/8/2023 0:00,904,904.2056,820.5132486388384,0.045658608,847.44,862.3040000000001
VKR-134986,138730,8/8/2023 0:00,152880,152880,138729.58257713247,57.959125853859994,137001.2,137000.64
VKR-134987,27195,8/8/2023 0:00,29969,29968.8905,27195.000453720506,15.001229540258498,28500.9158,28418.376
VKR-134988,3205,8/8/2023 0:00,3532,3532.0478,3205.1250453720504,1.4282535109612002,2955.575,2981.8577
VKR-134989,2117,8/8/2023 0:00,2333,2333.4613,2117.4784936479127,1.374983623,2438.45,2441.9108
VKR-134990,43778,8/8/2023 0:00,48244,48243.7977,43778.400816696914,14.796954216429002,42538.3951,42970.2529
VKR-134991,6825,8/8/2023 0:00,7521,7521.1501,6825.000090744101,3.014080475,5290.2789,5669.79
VKR-134992,11700,8/9/2023 0:00,12893,12893.4002,11700.000181488202,5.034494289,11606.6476,11109.835
VKR-134993,9810,8/9/2023 0:00,10811,10810.6202,9810.000181488202,4.494374639,10921.1634,9380.4444
VKR-134994,41934,8/8/2023 0:00,46212,46211.682,41934.37568058076,22.52974251,54154.2939,42631.8618
VKR-134995,41934,8/9/2023 0:00,46212,46211.6821,41934.375771324856,22.494707034445796,69444.9639,42631.8618
VKR-134996,14007,8/9/2023 0:00,15435,15435.2,14006.533575317604,22.369973668619497,18543.18,18503.4726
VKR-134997,14007,8/9/2023 0:00,15435,15435.2,14006.533575317604,22.582989717418897,18491.530000000002,18503.4726
VKR-134998,37313,8/9/2023 0:00,41119,41118.7489,37312.839292196004,17.19701124,30383.73,30383.7599
VKR-134999,13568,8/9/2023 0:00,14952,14952.2723,13568.305172413793,6.101094068,11048.63,11048.641
VKR-135000,11360,8/9/2023 0:00,12518,12518.4319,11359.738566243193,5.2511799,12750.78,13527.8214
VKR-135001,14263,8/9/2023 0:00,15718,15717.9572,14263.119056261343,4.47834922,13329.6175,16259.5031
VKR-135002,23400,8/9/2023 0:00,25787,25786.8005,23400.000453720506,9.264252212,23046.2664,20510.424
VKR-135003,14007,8/9/2023 0:00,15435,15435.2,14006.533575317604,22.507979147192003,18599.06,18503.4726
VKR-135004,14007,8/9/2023 0:00,15435,15435.2,14006.533575317604,22.791977865972704,18668.93,18503.4726
VKR-135005,11205,8/9/2023 0:00,12348,12348.16,11205.226860254083,18.37457785,14926.57,14802.769300000002
VKR-135006,22599,8/14/2023 0:00,24904,24904.185,22599.07894736842,11.637379452491102,20160.02,20160.01
VKR-135008,35658,8/10/2023 0:00,39295,39295.1167,35658.00063520871,18.80886987,39858.556,40515.03
VKR-135009,36666,8/10/2023 0:00,40406,40406.4,36666.42468239564,18.87898618,37964.4764,38804.5056
VKR-135010,36666,8/10/2023 0:00,40406,40406.4,36666.42468239564,20.583994535057798,40752.9964,38804.5056
VKR-135011,36666,8/10/2023 0:00,40406,40406.4,36666.42468239564,19.076992852740904,38131.6764,38804.5056
VKR-135012,25208,8/10/2023 0:00,27779,27779.4,25208.166969147005,13.060371291960301,26081.6344,26678.0976
VKR-135013,351283,8/10/2023 0:00,387114,387114,351283.12159709615,133.8006591589052,346906.61,346905.192
VKR-135018,27500,8/10/2023 0:00,30305,30305.0005,27500.000453720506,0.002267962,0,0
